region,customer_name,total_sales,rank_value
"Central Asia","Berenike Kampe",5111.13,24
"Central Asia","Alan Schoenberger",5108.64,25
"Central Asia","Katherine Ducich",5091.69,26
"Central Asia","Scot Coram",4957.20,27
"Central Asia","Thomas Brumley",4778.58,28
"Central Asia","David Philippe",4748.43,29
"Central Asia","Christopher Conant",4713.80,30
"Central Asia","Valerie Takahito",4704.34,31
"Central Asia","Zuschuss Carroll",4697.07,32
"Central Asia","Jocasta Rupert",4678.08,33
"Central Asia","Nick Zandusky",4632.63,34
"Central Asia","David Wiener",4618.32,35
"Central Asia","Keith Herrera",4541.04,36
"Central Asia","Ken Brennan",4509.03,37
"Central Asia","Arthur Gainer",4311.38,38
"Central Asia","Guy Phonely",4303.61,39
"Central Asia","Frank Gastineau",4156.47,40
"Central Asia","Stuart Calhoun",4137.12,41
"Central Asia","Noah Childs",4040.52,42
"Central Asia","Art Ferguson",4033.84,43
"Central Asia","Richard Bierner",4007.58,44
"Central Asia","Christina DeMoss",3992.67,45
"Central Asia","Anne Pryor",3986.46,46
"Central Asia","Michael Stewart",3865.35,47
"Central Asia","Darren Koutras",3842.70,48
"Central Asia","Ann Blume",3808.49,49
"Central Asia","Candace McMahon",3790.32,50
"Central Asia","Ruben Dartt",3765.90,51
"Central Asia","Denise Leinenbach",3754.47,52
"Central Asia","Jane Waco",3747.96,53
"Central Asia","Corey Roper",3697.08,54
"Central Asia","Henry Goldwyn",3683.91,55
"Central Asia","Alejandro Savely",3546.48,56
"Central Asia","Rose O'Brian",3497.91,57
"Central Asia","Joy Smith",3482.65,58
"Central Asia","Ted Trevino",3311.37,59
"Central Asia","Rick Bensley",3306.62,60
"Central Asia","Fred Wasserman",3296.79,61
"Central Asia","Mike Kennedy",3240.14,62
"Central Asia","Michael Dominguez",3187.50,63
"Central Asia","Victor Preis",3177.39,64
"Central Asia","Eleni McCrary",3169.20,65
"Central Asia","Michael Granlund",3146.30,66
"Central Asia","Dionis Lloyd",3146.10,67
"Central Asia","Lisa DeCherney",3135.06,68
"Central Asia","Gary Mitchum",3083.52,69
"Central Asia","Charles Sheldon",3081.69,70
"Central Asia","Eric Murdock",3030.63,71
"Central Asia","Raymond Messe",3027.30,72
"Central Asia","William Brown",3025.80,73
"Central Asia","Juliana Krohn",2985.09,74
"Central Asia","Scott Williamson",2979.99,75
"Central Asia","Patrick Bzostek",2973.30,76
"Central Asia","Bryan Mills",2930.85,77
"Central Asia","Adrian Shami",2894.47,78
"Central Asia","Duane Huffman",2854.23,79
"Central Asia","Gary Zandusky",2852.25,80
"Central Asia","Jim Sink",2828.28,81
"Central Asia","Katharine Harms",2798.46,82
"Central Asia","Ralph Arnett",2765.79,83
"Central Asia","Erica Hackney",2753.64,84
"Central Asia","Bart Watters",2731.74,85
"Central Asia","Hilary Holden",2696.22,86
"Central Asia","Ralph Ritter",2655.15,87
"Central Asia","Luke Foster",2577.99,88
"Central Asia","Natalie Fritzler",2575.92,89
"Central Asia","Mike Gockenbach",2572.74,90
"Central Asia","Sheri Gordon",2537.88,91
"Central Asia","Sandra Glassco",2481.48,92
"Central Asia","Jennifer Jackson",2460.84,93
"Central Asia","Stuart Van",2446.23,94
"Central Asia","Cathy Armstrong",2387.58,95
"Central Asia","Craig Carroll",2351.99,96
"Central Asia","Jim Epp",2320.10,97
"Central Asia","Sam Craven",2315.40,98
"Central Asia","Thea Hudgings",2313.45,99
"Central Asia","Dianna Arnett",2270.01,100
"Central Asia","Dianna Wilson",2268.45,101
"Central Asia","Todd Sumrall",2248.68,102
"Central Asia","Sonia Sunley",2230.92,103
"Central Asia","Craig Carreira",2230.36,104
"Central Asia","Christopher Martinez",2223.56,105
"Central Asia","Lisa Ryan",2218.26,106
"Central Asia","Lena Cacioppo",2213.19,107
"Central Asia","Nat Carroll",2174.07,108
"Central Asia","Victoria Brennan",2172.67,109
"Central Asia","Jessica Myrick",2163.69,110
"Central Asia","Anemone Ratner",2151.96,111
"Central Asia","Janet Molinari",2150.68,112
"Central Asia","Denny Blanton",2133.81,113
"Central Asia","Nathan Gelder",2102.25,114
"Central Asia",Corey-Lock,2067.48,115
"Central Asia","Rob Williams",2063.88,116
"Central Asia","Charles Crestani",2059.83,117
"Central Asia","Doug Bickford",2031.81,118
"Central Asia","Helen Abelman",2024.73,119
"Central Asia","Benjamin Patterson",2020.29,120
"Central Asia","Robert Waldorf",2008.86,121
"Central Asia","Dario Medina",2008.44,122
"Central Asia","Steve Chapman",1991.18,123
"Central Asia","Barry Gonzalez",1959.74,124
"Central Asia","Erin Creighton",1943.16,125
"Central Asia","Aaron Bergman",1919.25,126
"Central Asia","Lindsay Shagiari",1913.79,127
"Central Asia","John Murray",1911.36,128
"Central Asia","Michael Chen",1889.96,129
"Central Asia","Roy Französisch",1887.57,130
"Central Asia","Emily Phan",1877.66,131
"Central Asia","Alice McCarthy",1858.89,132
"Central Asia","Craig Yedwab",1846.59,133
"Central Asia","Philip Fox",1833.57,134
"Central Asia","Darrin Van Huff",1832.70,135
"Central Asia","Saphhira Shifley",1831.26,136
"Central Asia","Maureen Gnade",1825.44,137
"Central Asia","Dorothy Wardle",1824.09,138
"Central Asia","Don Miller",1803.00,139
"Central Asia","Max Engle",1791.84,140
"Central Asia","Daniel Raglin",1785.30,141
"Central Asia","Denny Joy",1768.86,142
"Central Asia","Mark Hamilton",1735.38,143
"Central Asia","Neoma Murray",1728.75,144
"Central Asia","Craig Reiter",1728.18,145
"Central Asia","Bill Overfelt",1715.01,146
"Central Asia","Mick Hernandez",1711.95,147
"Central Asia","Carl Weiss",1709.55,148
"Central Asia","Sarah Foster",1699.83,149
"Central Asia","Nicole Hansen",1684.68,150
"Central Asia","George Zrebassa",1663.02,151
"Central Asia","Anthony O'Donnell",1655.76,152
"Central Asia","Harry Greene",1654.92,153
"Central Asia","Jas O'Carroll",1650.54,154
"Central Asia","Keith Dawkins",1647.36,155
"Central Asia","Adam Hart",1636.32,156
"Central Asia","Lena Creighton",1634.82,157
"Central Asia","Gene Hale",1632.39,158
"Central Asia","Philisse Overcash",1620.30,159
"Central Asia","Victoria Wilson",1602.36,160
"Central Asia","Rob Lucas",1594.05,161
"Central Asia","Tamara Manning",1580.31,162
"Central Asia","Ivan Liston",1565.70,163
"Central Asia","Muhammed Lee",1552.68,164
"Central Asia","Ken Black",1552.14,165
"Central Asia","Jasper Cacioppo",1543.19,166
"Central Asia","Deirdre Greer",1539.15,167
"Central Asia","Yoseph Carroll",1531.17,168
"Central Asia","Benjamin Farhat",1524.21,169
"Central Asia","Raymond Buch",1524.06,170
"Central Asia","Tamara Chand",1511.76,171
"Central Asia","Kelly Williams",1476.87,172
"Central Asia","Susan MacKendrick",1470.06,173
"Central Asia","Justin Hirsh",1464.60,174
"Central Asia","Kean Nguyen",1460.43,175
"Central Asia","Lori Olson",1460.31,176
"Central Asia","Sibella Parks",1457.82,177
"Central Asia","Tanja Norvell",1443.82,178
"Central Asia","Jamie Frazer",1436.04,179
"Central Asia","Resi Pölking",1422.96,180
"Central Asia","Grant Thornton",1417.98,181
"Central Asia","Darrin Sayre",1417.62,182
"Central Asia","Brian Derr",1385.49,183
"Central Asia","Anna Andreadi",1378.50,184
"Central Asia","Toby Ritter",1377.21,185
"Central Asia","Emily Ducich",1376.43,186
"Central Asia","Patrick O'Brill",1374.54,187
"Central Asia","John Grady",1357.05,188
"Central Asia","Ann Chong",1350.99,189
"Central Asia","Adrian Barton",1348.65,190
"Central Asia","Larry Blacks",1348.53,191
"Central Asia","Frank Hawley",1344.93,192
"Central Asia","John Stevenson",1336.83,193
"Central Asia","Barry Französisch",1334.55,194
"Central Asia","Marc Harrigan",1319.91,195
"Central Asia","Emily Grady",1309.71,196
"Central Asia","Maribeth Yedwab",1305.43,197
"Central Asia","Cindy Chapman",1272.72,198
"Central Asia","Lindsay Castell",1272.48,199
"Central Asia","Allen Armold",1260.74,200
"Central Asia","Giulietta Weimer",1246.86,201
"Central Asia","Janet Lee",1246.77,202
"Central Asia","Dianna Vittorini",1235.79,203
"Central Asia","Cassandra Brandow",1230.66,204
"Central Asia","Liz Preis",1218.84,205
"Central Asia","Meg Tillman",1215.12,206
"Central Asia","Arthur Prichep",1194.96,207
"Central Asia","Rob Beeghly",1187.64,208
"Central Asia","Michelle Arnett",1177.44,209
"Central Asia","Pamela Stobb",1168.02,210
"Central Asia","Alan Haines",1167.27,211
"Central Asia","Rick Huthwaite",1162.50,212
"Central Asia","Ashley Jarboe",1146.93,213
"Central Asia","Michael Moore",1146.78,214
"Central Asia","Jason Gross",1143.87,215
"Central Asia","Bruce Degenhardt",1127.79,216
"Central Asia","Victoria Pisteka",1122.06,217
"Central Asia","Zuschuss Donatelli",1098.03,218
"Central Asia","Charlotte Melton",1091.59,219
"Central Asia","Logan Currie",1091.52,220
"Central Asia","Nathan Mautz",1068.24,221
"Central Asia","Mick Crebagga",1059.29,222
"Central Asia","Bill Shonely",1041.03,223
"Central Asia","Justin Ritter",1029.03,224
"Central Asia","Hunter Glantz",1025.24,225
"Central Asia","Doug Jacobs",1023.45,226
"Central Asia","Laurel Workman",1019.76,227
"Central Asia","Cindy Stewart",1019.70,228
"Central Asia","Toby Carlisle",1009.50,229
"Central Asia","Gary Hwang",1009.08,230
"Central Asia","Scot Wooten",1002.24,231
"Central Asia","Mathew Reese",998.79,232
"Central Asia","Chad Cunningham",997.08,233
"Central Asia","Karen Bern",993.96,234
"Central Asia","Stewart Carmichael",979.17,235
"Central Asia","Anna Häberlin",978.21,236
"Central Asia","John Huston",971.80,237
"Central Asia","Troy Blackwell",968.81,238
"Central Asia","Patrick O'Donnell",965.37,239
"Central Asia","Richard Eichhorn",961.26,240
"Central Asia","Mitch Willingham",959.94,241
"Central Asia","Mary Zewe",955.67,242
"Central Asia","Harold Pawlan",954.21,243
"Central Asia","Jill Matthias",919.05,244
"Central Asia","Laura Armstrong",916.80,245
"Central Asia","Brad Eason",901.05,246
"Central Asia","Marc Crier",889.23,247
"Central Asia","Christine Abelman",888.15,248
"Central Asia","Linda Cazamias",884.80,249
"Central Asia","Heather Jas",883.11,250
"Central Asia","Tom Prescott",882.58,251
"Central Asia","Maureen Gastineau",879.06,252
"Central Asia","Susan Vittorini",864.96,253
"Central Asia","Brian DeCherney",863.82,254
"Central Asia","Dean percer",860.79,255
"Central Asia","Odella Nelson",852.66,256
"Central Asia","Bart Folk",848.16,257
"Central Asia","Anthony Witt",843.74,258
"Central Asia","Dan Reichenbach",840.50,259
"Central Asia","Julia West",837.87,260
"Central Asia","Russell D'Ascenzo",835.41,261
"Central Asia","Eugene Hildebrand",831.69,262
"Central Asia","Elpida Rittenbach",831.36,263
"Central Asia","Toby Swindell",826.05,264
"Central Asia","Chuck Clark",822.51,265
"Central Asia","Liz Thompson",819.54,266
"Central Asia","Brooke Gillingham",819.18,267
"Central Asia","Jonathan Howell",815.85,268
"Central Asia","David Kendrick",809.37,269
"Central Asia","Tony Sayre",783.93,270
"Central Asia","Max Jones",770.85,271
"Central Asia","Allen Rosenblatt",767.52,272
"Central Asia","Maris LaWare",762.48,273
"Central Asia","Sam Zeldin",762.24,274
"Central Asia","Tom Stivers",754.89,275
"Central Asia","Julie Creighton",753.83,276
"Central Asia","Chad Sievert",753.72,277
"Central Asia","Tonja Turnell",749.37,278
"Central Asia","Magdelene Morse",744.12,279
"Central Asia","Shui Tom",740.04,280
"Central Asia","Duane Benoit",737.88,281
"Central Asia","Bruce Stewart",735.66,282
"Central Asia","Joni Blumstein",733.47,283
"Central Asia","Brad Norvell",725.70,284
"Central Asia","Guy Thornton",719.55,285
"Central Asia","Chris Selesnick",716.58,286
"Central Asia","Rob Dowd",715.77,287
"Central Asia","Bryan Davis",715.17,288
"Central Asia","Parhena Norris",707.19,289
"Central Asia","Barry Blumstein",704.60,290
"Central Asia","Michelle Tran",698.46,291
"Central Asia","Ruben Ausman",693.96,292
"Central Asia","Katherine Hughes",691.65,293
"Central Asia","David Flashing",680.46,294
"Central Asia","Alex Russell",679.14,295
"Central Asia","Lisa Hazard",676.12,296
"Central Asia","Kean Takahito",661.65,297
"Central Asia","Jim Karlsson",652.62,298
"Central Asia","Scott Cohen",652.61,299
"Central Asia","Paul Van Hugh",652.04,300
"Central Asia","Steven Ward",646.26,301
"Central Asia","Thomas Boland",639.18,302
"Central Asia","Chad McGuire",638.82,303
"Central Asia","Angele Hood",637.20,304
"Central Asia","Nancy Lomonaco",636.30,305
"Central Asia","Penelope Sewall",635.04,306
"Central Asia","Harold Dahlen",633.24,307
"Central Asia","Greg Tran",632.46,308
"Central Asia","Patrick Ryan",630.96,309
"Central Asia","Sean O'Donnell",617.64,310
"Central Asia","Erin Mull",616.17,311
"Central Asia","Grace Kelly",614.16,312
"Central Asia","Andy Reiter",612.12,313
"Central Asia","Evan Bailliet",610.77,314
"Central Asia","Shahid Shariari",609.93,315
"Central Asia","Matthew Clasen",601.86,316
"Central Asia","Clay Rozendal",600.44,317
"Central Asia","James Galang",600.36,318
"Central Asia","Ricardo Sperren",593.22,319
"Central Asia","Gary McGarr",588.72,320
"Central Asia","Alan Shonely",583.98,321
"Central Asia","Jason Klamczynski",578.37,322
"Central Asia","Dan Campbell",577.44,323
"Central Asia","Trudy Brown",574.92,324
"Central Asia","Andrew Gjertsen",570.32,325
"Central Asia","Erica Smith",568.22,326
"Central Asia","Vicky Freymann",567.45,327
"Central Asia","Brad Thomas",565.65,328
"Central Asia","Matt Collins",558.60,329
"Central Asia","Katrina Edelman",557.34,330
"Central Asia","Brian Stugart",556.08,331
"Central Asia","Harold Ryan",551.16,332
"Central Asia","Alex Avila",545.43,333
"Central Asia","Frank Atkinson",541.32,334
"Central Asia","Lena Hernandez",536.37,335
"Central Asia","Anthony Garverick",535.80,336
"Central Asia","Giulietta Baptist",535.44,337
"Central Asia","Justin MacKendrick",526.95,338
"Central Asia","Randy Bradley",522.99,339
"Central Asia","Amy Hunt",521.25,340
"Central Asia","Dave Kipp",518.73,341
"Central Asia","Jack O'Briant",513.69,342
"Central Asia","Andy Yotov",505.11,343
"Central Asia","Ed Ludwig",502.32,344
"Central Asia","Tony Chapman",501.90,345
"Central Asia","Edward Nazzal",499.90,346
"Central Asia","Sample Company A",497.25,347
"Central Asia","Vivian Mathis",494.64,348
"Central Asia","Roy Skaria",493.44,349
"Central Asia","Fred Hopkins",493.26,350
"Central Asia","Paul Stevenson",490.80,351
"Central Asia","Carl Ludwig",489.04,352
"Central Asia","Luke Schmidt",479.19,353
"Central Asia","Joe Elijah",472.77,354
"Central Asia","Muhammed MacIntyre",463.29,355
"Central Asia","Brian Dahlen",447.42,356
"Central Asia","Sean Christensen",445.29,357
"Central Asia","Kean Thornton",442.08,358
"Central Asia","Neil Knudson",440.46,359
"Central Asia","Bruce Geld",437.56,360
"Central Asia","Joni Wasserman",437.28,361
"Central Asia","Sean Braxton",430.32,362
"Central Asia","Jenna Caffey",428.94,363
"Central Asia","Trudy Glocke",418.11,364
"Central Asia","Katrina Bavinger",417.42,365
"Central Asia","Karen Carlisle",414.83,366
"Central Asia","Troy Staebel",410.58,367
"Central Asia","Eileen Kiefer",408.36,368
"Central Asia","Max Ludwig",405.78,369
"Central Asia","Adam Shillingsburg",403.83,370
"Central Asia","Jeremy Farry",402.96,371
"Central Asia","Georgia Rosenberg",401.57,372
"Central Asia","Tiffany House",400.92,373
"Central Asia","Greg Maxwell",399.75,374
"Central Asia","Damala Kotsonis",397.01,375
"Central Asia","Mark Van Huff",393.12,376
"Central Asia","Debra Catini",392.76,377
"Central Asia","Tony Molinari",383.76,378
"Central Asia","Kristen Hastings",381.18,379
"Central Asia","Logan Haushalter",380.49,380
"Central Asia","Sara Luxemburg",379.47,381
"Central Asia","Susan Gilcrest",378.32,382
"Central Asia","John Castell",378.30,383
"Central Asia","Paul Knutson",369.45,384
"Central Asia","Joe Kamberova",369.06,385
"Central Asia","Gary Hansen",363.06,386
"Central Asia","Aaron Hawkins",360.24,387
"Central Asia","Lycoris Saunders",359.69,388
"Central Asia","Nora Preis",353.48,389
"Central Asia","Vivek Gonzalez",350.58,390
"Central Asia","Tracy Blumstein",346.28,391
"Central Asia","Elizabeth Moffitt",344.28,392
"Central Asia","Maxwell Schwartz",336.36,393
"Central Asia","Ted Butterfield",332.07,394
"Central Asia","Anthony Johnson",327.51,395
"Central Asia","Greg Hansen",325.92,396
"Central Asia","Andy Gerbode",322.86,397
"Central Asia","Stephanie Ulpright",321.08,398
"Central Asia","Patricia Hirasaki",312.60,399
"Central Asia","Bobby Odegard",312.54,400
"Central Asia","Olvera Toch",307.41,401
"Central Asia","Alan Barnes",304.29,402
"Central Asia","Roland Fjeld",302.78,403
"Central Asia","Caroline Jumper",298.47,404
"Central Asia","Andrew Roberts",297.87,405
"Central Asia","Lindsay Williams",296.65,406
"Central Asia","Erica Bern",296.64,407
"Central Asia","Naresj Patel",290.97,408
"Central Asia","Dorris liebe",284.40,409
"Central Asia","Dennis Pardue",282.78,410
"Central Asia","Joy Daniels",280.38,411
"Central Asia","Bradley Nguyen",270.27,412
"Central Asia","Pamela Coakley",267.24,413
"Central Asia","Carl Jackson",266.69,414
"Central Asia","Mark Haberlin",262.65,415
"Central Asia","Roland Murray",258.42,416
"Central Asia","Anthony Rawles",254.85,417
"Central Asia","Mike Pelletier",252.48,418
"Central Asia","Trudy Schmidt",250.86,419
"Central Asia","Tim Brockman",245.16,420
"Central Asia","Matt Abelman",244.89,421
"Central Asia","Jennifer Patt",244.74,422
"Central Asia","Shirley Jackson",241.56,423
"Central Asia","George Bell",237.36,424
"Central Asia","Natalie DeCherney",231.48,425
"Central Asia","Claire Gute",231.36,426
"Central Asia","Deanra Eno",230.76,427
"Central Asia","Neil Französisch",227.79,428
"Central Asia","Jennifer Ferguson",225.72,429
"Central Asia","Neil Ducich",223.20,430
"Central Asia","Pierre Wener",219.11,431
"Central Asia","Valerie Mitchum",218.25,432
"Central Asia","Chris McAfee",217.73,433
"Central Asia","Roland Schwarz",211.98,434
"Central Asia","Pauline Webber",211.86,435
"Central Asia","Jack Garza",208.08,436
"Central Asia","Ross Baird",205.44,437
"Central Asia","Sung Chung",203.22,438
"Central Asia","Brendan Dodson",200.58,439
"Central Asia","Craig Molinari",198.33,440
"Central Asia","Shahid Collister",197.61,441
"Central Asia","Julie Kriz",193.29,442
"Central Asia","Tom Ashbrook",191.28,443
"Central Asia","Evan Henry",189.48,444
"Central Asia","Sean Miller",186.36,445
"Central Asia","Ralph Kennedy",185.04,446
"Central Asia","David Bremer",181.80,447
"Central Asia","Cynthia Voltz",179.88,448
"Central Asia","Alyssa Tate",176.91,449
"Central Asia","Jonathan Doherty",170.94,450
"Central Asia","Toby Gnade",169.65,451
"Central Asia","Eric Hoffmann",169.35,452
"Central Asia","Ann Steele",169.29,453
"Central Asia","Chloris Kastensmidt",169.11,454
"Central Asia","Corey Catlett",167.13,455
"Central Asia","Sandra Flanagan",153.63,456
"Central Asia","Randy Ferguson",152.28,457
"Central Asia","Laurel Elliston",149.76,458
"Central Asia","Joel Jenkins",149.13,459
"Central Asia","Sung Shariari",148.32,460
"Central Asia","Dorothy Badders",145.89,461
"Central Asia","Michael Nguyen",145.05,462
"Central Asia","Julie Prescott",144.66,463
"Central Asia","Thomas Seio",143.97,464
"Central Asia","Catherine Glotzbach",143.67,465
"Central Asia","Julia Barnett",143.10,466
"Central Asia","Paul Gonzalez",140.10,467
"Central Asia","Christine Kargatis",139.98,468
"Central Asia","Theresa Coyne",139.77,469
"Central Asia","Tracy Poddar",138.61,470
"Central Asia","Henia Zydlo",136.50,471
"Central Asia","Marina Lichtenstein",135.15,472
"Central Asia","Helen Wasserman",134.61,473
"Central Asia","Patrick Gardner",134.53,474
"Central Asia","Rick Duston",133.62,475
"Central Asia","Dave Hallsten",129.00,476
"Central Asia","Clay Cheatham",122.37,477
"Central Asia","Yana Sorensen",121.59,478
"Central Asia","Seth Vernon",121.28,479
"Central Asia","Barbara Fisher",118.94,480
"Central Asia","Tamara Dahlen",118.08,481
"Central Asia","Michael Kennedy",117.99,482
"Central Asia","Ben Wallace",117.87,483
"Central Asia","Jill Fjeld",117.72,484
"Central Asia","Rachel Payne",109.80,485
"Central Asia","Phillip Flathmann",109.62,486
"Central Asia","Stefanie Holloman",108.42,487
"Central Asia","Bill Eplett",107.43,488
"Central Asia","Roy Phan",106.32,489
"Central Asia","Evan Minnotte",105.84,490
"Central Asia","Greg Guthrie",97.80,491
"Central Asia","Alejandro Grove",96.90,492
"Central Asia","Nora Pelletier",94.98,493
"Central Asia","Katherine Nockton",89.91,494
"Central Asia","Jennifer Braxton",89.16,495
"Central Asia","Christina Anderson",88.20,496
"Central Asia","Karen Seio",88.11,497
"Central Asia","Susan Pistek",87.12,498
"Central Asia","MaryBeth Skach",87.00,499
"Central Asia","Chris Cortes",86.25,500
"Central Asia","Monica Federle",84.93,501
"Central Asia","Dean Braden",84.87,502
"Central Asia","Khloe Miller",83.10,503
"Central Asia","Carol Triggs",82.35,504
"Central Asia","Sarah Jordon",81.63,505
"Central Asia","Dean Katz",81.45,506
"Central Asia","Steve Carroll",78.66,507
"Central Asia","Eugene Barchas",76.61,508
"Central Asia","Cindy Schnelling",76.41,509
"Central Asia","Jeremy Lonsdale",75.83,510
"Central Asia","Pete Kriz",75.78,511
"Central Asia","Pauline Chand",75.36,512
"Central Asia","Phillina Ober",74.55,513
"Central Asia","Maria Bertelson",74.52,514
"Central Asia","Rick Wilson",74.16,515
"Central Asia","Irene Maddox",73.35,516
"Central Asia","Dennis Kane",71.37,517
"Central Asia","Corinna Mitchell",71.34,518
"Central Asia","Jay Fein",71.34,518
"Central Asia","Tracy Zic",67.46,519
"Central Asia","Jesus Ocampo",66.33,520
"Central Asia","Sean Wendt",66.00,521
"Central Asia","Janet Martin",65.79,522
"Central Asia","Hallie Redmond",64.59,523
"Central Asia","Astrea Jones",64.20,524
"Central Asia","Natalie Webber",63.24,525
"Central Asia","Mark Cousins",62.70,526
"Central Asia","Ken Dana",61.20,527
"Central Asia","Steven Roelle",59.46,528
"Central Asia","Sue Ann Reed",58.20,529
"Central Asia","Jim Mitchum",55.98,530
"Central Asia","Barry Weirich",55.80,531
"Central Asia","Bill Donatelli",54.75,532
"Central Asia","Mike Caudle",54.36,533
"Central Asia","Michael Grace",54.00,534
"Central Asia","Ben Ferrer",52.20,535
"Central Asia","Sanjit Jacobs",51.54,536
"Central Asia","Sanjit Chand",49.43,537
"Central Asia","Alejandro Ballentine",49.26,538
"Central Asia","Daniel Lacy",45.99,539
"Central Asia","Alan Dominguez",45.54,540
"Central Asia","Kelly Andreada",44.97,541
"Central Asia","Maya Herman",44.46,542
"Central Asia","Thea Hendricks",43.20,543
"Central Asia","Brendan Sweed",40.92,544
"Central Asia","Sally Matthias",39.15,545
"Central Asia","Cari MacIntyre",38.67,546
"Central Asia","Emily Burns",37.86,547
"Central Asia","Stephanie Phelps",37.44,548
"Central Asia","Bobby Elias",36.57,549
"Central Asia","Lauren Leatherbury",35.70,550
"Central Asia","Tom Boeckenhauer",34.38,551
"Central Asia","Ritsa Hightower",33.60,552
"Central Asia","Bradley Drucker",33.18,553
"Central Asia","Arthur Wiediger",31.29,554
"Central Asia","Jennifer Halladay",31.20,555
"Central Asia","Carlos Soltero",27.60,556
"Central Asia","Don Jones",25.92,557
"Central Asia","Beth Paige",25.07,558
"Central Asia","Dan Lawera",23.78,559
"Central Asia","Erica Hernandez",22.50,560
"Central Asia","Joni Sundaresam",21.78,561
"Central Asia","Sung Pak",21.78,561
"Central Asia","Shaun Chance",20.52,562
"Central Asia","Maurice Satty",20.16,563
"Central Asia","Barry Pond",17.15,564
"Central Asia","Steven Cartwright",17.04,565
"Central Asia","Sanjit Engle",15.90,566
"Central Asia","Theone Pippenger",14.04,567
"Central Asia","Pauline Johnson",9.06,568
East,"Tom Ashbrook",13723.50,1
East,"Hunter Lopez",10522.55,2
East,"Bill Shonely",10022.29,3
East,"Greg Tran",9382.94,4
East,"Seth Vernon",9166.26,5
East,"Christopher Conant",8765.66,6
East,"Peter Fuller",7678.22,7
East,"Todd Sumrall",7623.33,8
East,"Tom Boeckenhauer",6999.96,9
East,"Daniel Raglin",6937.87,10
East,"Karen Daniels",6241.28,11
East,"Keith Dawkins",5871.73,12
East,"Quincy Jones",5432.98,13
East,"Caroline Jumper",5356.34,14
East,"Luke Weiss",5048.18,15
East,"Cindy Stewart",5016.56,16
East,"Darrin Martin",4940.43,17
East,"Natalie Fritzler",4863.54,18
East,"Joseph Airdo",4842.75,19
East,"Nathan Mautz",4821.29,20
East,"John Murray",4769.83,21
East,"Tom Prescott",4738.76,22
East,"Pete Kriz",4676.08,23
East,"Adam Bellavance",4487.36,24
East,"Anthony Jacobs",4486.44,25
East,"Suzanne McNair",4454.27,26
East,"Christine Phan",4165.00,27
East,"Tracy Blumstein",4080.27,28
East,"Corinna Mitchell",3999.79,29
East,"Steven Roelle",3904.68,30
East,"Susan Pistek",3903.12,31
East,"Mitch Webber",3799.39,32
East,"Natalie Webber",3769.78,33
East,"Victoria Wilson",3725.51,34
East,"Ross Baird",3655.11,35
East,"Brian Moss",3524.45,36
East,"Rick Hansen",3491.71,37
East,"Naresj Patel",3385.62,38
East,"Peter McVee",3332.97,39
East,"Justin Deggeller",3257.56,40
East,"Lena Creighton",3220.27,41
East,"Stefania Perrino",3150.55,42
East,"Annie Thurman",3126.16,43
East,"Dean percer",3122.26,44
East,"Yoseph Carroll",3116.49,45
East,"Doug Jacobs",3036.43,46
East,"Stewart Carmichael",3015.67,47
East,"Pierre Wener",2926.39,48
East,"Katherine Murray",2846.22,49
East,"Deborah Brumfield",2845.07,50
East,"Edward Hooks",2840.11,51
East,"Karen Ferguson",2633.51,52
East,"Emily Ducich",2621.32,53
East,"Speros Goranitis",2615.03,54
East,"Deirdre Greer",2594.04,55
East,"Ken Heidel",2588.88,56
East,"Joe Elijah",2588.76,57
East,"Kean Thornton",2587.68,58
East,"Gary Zandusky",2587.40,59
East,"Rick Reed",2584.73,60
East,"Clay Ludtke",2546.93,61
East,"Rick Huthwaite",2528.08,62
East,"Katharine Harms",2525.92,63
East,"Frank Preis",2503.45,64
East,"John Lee",2473.78,65
East,"Ann Chong",2406.63,66
East,"Maribeth Schnelling",2292.34,67
East,"Matt Abelman",2281.84,68
East,"Nora Paige",2258.28,69
East,"Brenda Bowman",2256.75,70
East,"Erin Smith",2252.48,71
East,"Jonathan Doherty",2227.60,72
East,"Trudy Brown",2222.94,73
East,"Valerie Dominguez",2220.06,74
East,"Adam Hart",2214.06,75
East,"Muhammed Yedwab",2198.11,76
East,"Katherine Nockton",2146.71,77
East,"Laura Armstrong",2123.71,78
East,"Anne McFarland",2106.35,79
East,"Dan Reichenbach",2069.33,80
East,"Nora Preis",2064.49,81
East,"Dave Brooks",2040.99,82
East,"Edward Becker",2034.04,83
East,"Edward Nazzal",2030.71,84
East,"Carol Adams",2024.41,85
East,"Eugene Barchas",1976.84,86
East,"Natalie DeCherney",1961.55,87
East,"Emily Phan",1958.77,88
East,"Robert Waldorf",1958.54,89
East,"Adam Shillingsburg",1954.36,90
East,"Kunst Miller",1953.86,91
East,"Toby Carlisle",1944.47,92
East,"Chris Cortes",1931.18,93
East,"Craig Carroll",1884.14,94
East,"Gary Mitchum",1879.22,95
East,"Dionis Lloyd",1864.59,96
East,"Ben Ferrer",1851.23,97
East,"James Galang",1848.24,98
East,"Ivan Liston",1846.42,99
East,"Stewart Visinsky",1809.12,100
East,"Frank Merwin",1803.14,101
East,"Claudia Bergmann",1802.64,102
East,"Grace Kelly",1793.98,103
East,"Cynthia Arntzen",1793.13,104
East,"Roger Barcio",1786.71,105
East,"Tracy Hopkins",1780.56,106
East,"Mick Hernandez",1772.29,107
